PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PR5523,E6D9-ADEE,12/12/2021,5,5,3,2,1,2,5,4
PR5524,E5C1-B122,12/12/2021,3,2,5,3,2,3,5,5
PR5525,7F5B-92AD,12/12/2021,3,2,3,2,0,5,4,4
PR5526,BC21-2167,12/12/2021,5,2,3,2,2,5,3,2
PR5527,9862-8904,12/13/2021,3,5,3,3,1,4,4,4
PR5528,08FC-817E,12/14/2021,4,2,3,1,1,2,5,4
PR5529,E55E-9436,12/15/2021,1,2,1,2,0,3,4,4
PR553,73CF-4956,3/8/2015,4,5,2,1,1,5,4,4
PR5530,9CC0-FF43,12/15/2021,2,1,1,3,2,2,5,4
PR5531,3A36-DA50,12/15/2021,2,2,3,2,0,2,5,4
PR5532,CAD7-01BE,12/15/2021,3,3,4,1,3,2,3,2
PR5533,DF94-FD29,12/16/2021,4,2,2,3,0,5,5,5
PR5534,9E8E-F2FF,12/16/2021,4,4,2,1,0,4,4,4
PR5535,9C71-34AE,12/17/2021,5,2,2,2,3,2,4,3
PR5536,8E5B-CBBF,12/17/2021,5,5,3,3,0,4,3,3
PR5537,C0B9-E4C1,12/17/2021,5,2,4,3,2,4,5,4
PR5538,AF5D-A8C8,12/18/2021,4,4,2,3,0,5,5,4
PR5539,DCFE-F601,12/18/2021,5,5,4,2,1,3,5,5
PR554,E3B6-49F8,3/8/2015,4,5,5,1,0,5,5,5
PR5540,776A-CDBC,12/18/2021,3,2,5,2,1,5,5,5
PR5541,D471-4BFF,12/18/2021,5,2,3,3,0,2,5,4
PR5542,0CED-EE28,12/19/2021,4,3,4,2,2,2,3,3
PR5543,5C61-8F3A,12/19/2021,5,2,2,1,1,2,5,5
PR5544,13E5-8466,12/19/2021,3,4,3,2,0,2,3,3
PR5545,10CE-8403,12/20/2021,3,4,2,2,0,3,3,3
PR5546,A2FB-2D5D,12/21/2021,4,5,5,3,2,5,3,3
PR5547,F93D-CB5A,12/21/2021,5,2,4,2,1,4,3,2
PR5548,0697-ADC3,12/21/2021,3,4,2,1,1,4,5,4
PR5549,A896-CDE2,12/21/2021,3,3,2,1,0,5,4,3
PR555,4B6E-3C21,3/10/2015,4,5,2,3,2,3,5,5
PR5550,5E53-1897,12/22/2021,5,4,5,3,0,4,5,4
PR5551,E681-7B57,12/23/2021,4,3,2,2,3,3,3,2
PR5552,637B-DBAD,12/23/2021,4,4,4,1,1,2,3,3
PR5553,D836-B375,12/23/2021,5,4,5,3,0,4,4,3
PR5554,63E9-F74A,12/23/2021,5,4,2,1,0,4,3,2
PR5555,B492-D447,12/23/2021,5,3,4,2,2,4,4,3
PR5556,1BAE-4DA1,12/23/2021,5,2,2,1,2,4,4,3
PR5557,61CC-2C1D,12/23/2021,4,4,2,3,2,2,4,4
PR5558,7054-B62C,12/23/2021,5,2,2,2,0,2,5,4
PR5559,A859-9A84,12/23/2021,5,2,2,3,0,3,3,2
PR556,40A9-8EB0,3/10/2015,4,2,3,2,1,2,3,3
PR5560,6C42-A719,12/24/2021,3,3,3,2,0,5,4,3
PR5561,A9EB-9E41,12/24/2021,3,4,5,2,1,4,5,5
PR5562,1FAC-768D,12/24/2021,4,2,5,3,0,2,5,4
PR5563,ADA1-966E,12/24/2021,3,2,4,2,0,4,3,2
PR5564,B0C8-E3DF,12/24/2021,5,2,2,2,0,5,4,3
PR5565,4CA1-F139,12/25/2021,5,2,5,2,0,5,5,5
PR5566,DCA7-D382,12/26/2021,3,5,4,2,1,2,3,3
PR5567,1609-65E1,12/27/2021,5,4,4,3,1,5,5,5
PR5568,4D7E-BDA4,12/27/2021,5,3,3,1,0,4,5,4
PR5569,2857-A950,12/27/2021,5,2,4,3,0,3,3,2
PR557,B005-602F,3/11/2015,4,5,5,3,0,4,3,2
PR5570,03EF-5904,12/28/2021,5,2,4,3,1,4,3,3
PR5571,74F2-5C55,12/29/2021,4,2,4,3,1,5,5,4
PR5572,ACA9-5DC2,12/29/2021,3,4,3,3,1,5,5,5
PR5573,211E-BC82,12/29/2021,5,3,3,2,2,4,4,3
PR5574,E47D-E3C5,12/29/2021,4,4,5,1,0,2,3,2
PR5575,097B-A688,12/29/2021,4,2,2,3,2,2,4,3
PR5576,1A2D-52EC,12/29/2021,5,2,4,3,2,2,5,4
PR5577,6CC9-81FC,12/29/2021,4,2,3,1,0,3,3,3
PR5578,40BE-EEAF,12/30/2021,5,2,5,2,0,4,3,3
PR5579,79F3-8AA5,12/30/2021,4,3,3,3,1,4,3,2
PR558,4A0E-9958,3/12/2015,3,3,4,3,3,5,3,3
PR5580,79F7-78EC,12/31/2021,3,3,5,1,0,4,3,2
PR5581,41EC-F2AA,12/31/2021,5,3,5,2,3,5,3,2
PR5582,8462-E88A,12/31/2021,4,2,5,2,3,5,4,4
PR5583,B57F-B5CE,12/31/2021,3,2,3,2,3,5,4,4
PR5584,24FA-A637,12/31/2021,5,3,2,1,0,2,5,5
PR5585,B61E-0F26,1/1/2022,3,4,4,1,1,5,5,5
PR5586,F5E3-48BB,1/1/2022,4,5,2,2,1,3,5,4
PR5587,C2DD-9D37,1/1/2022,5,4,4,1,2,5,5,5
PR5588,DF71-97FB,1/1/2022,5,5,5,1,2,2,3,3
PR5589,2637-BDCD,1/1/2022,5,5,3,2,1,2,5,4
PR559,CFE3-312D,3/12/2015,3,4,4,2,0,4,4,3
PR5590,0678-748A,1/2/2022,3,2,4,1,0,2,3,2
PR5591,541F-3E19,1/2/2022,5,2,4,2,3,5,3,3
PR5592,89A6-7EF1,1/2/2022,3,3,4,3,1,2,3,2
PR5593,4C66-6E16,1/2/2022,5,4,5,1,1,3,4,4
PR5594,5609-8585,1/2/2022,5,3,2,1,0,2,4,4
PR5595,0C6D-2825,1/2/2022,4,5,5,1,0,5,5,5
PR5596,9536-9492,1/2/2022,4,2,2,2,1,2,5,4
PR5597,C0A1-EB7D,1/3/2022,3,5,2,2,0,4,3,2
PR5598,1359-BEE3,1/4/2022,3,3,5,1,0,2,3,3
PR5599,0592-D909,1/4/2022,5,4,3,3,1,3,5,5
PR56,8FB2-4CE0,2/21/2013,4,2,5,2,0,3,4,3
PR560,68FB-06A7,3/14/2015,5,3,5,2,1,2,4,4
PR5600,12E5-9BD1,1/4/2022,4,3,4,3,1,3,4,4
PR5601,D5DA-363A,1/5/2022,4,4,4,1,2,4,5,4
PR5602,9E7A-1F70,1/6/2022,4,4,3,3,2,3,3,3
PR5603,58F5-C8FC,1/6/2022,3,4,5,1,2,4,4,3
PR5604,3C78-06E7,1/6/2022,4,5,2,1,0,4,4,4
PR5605,4C72-E72F,1/6/2022,5,2,4,3,0,4,4,4
PR5606,63E0-439B,1/6/2022,5,4,3,1,1,5,3,3
PR5607,C251-2A18,1/7/2022,5,5,2,1,2,5,5,5
PR5608,79E4-6632,1/7/2022,5,3,2,3,0,3,3,2
PR5609,4304-4B4E,1/7/2022,5,5,5,1,1,5,3,3
PR561,2551-DD9B,3/14/2015,5,5,2,3,0,4,4,4
PR5610,05ED-92F1,1/8/2022,3,5,4,1,3,4,4,3
PR5611,F72D-261D,1/8/2022,5,5,3,2,0,3,3,2
PR5612,38EB-ADBD,1/8/2022,4,3,2,1,2,4,4,4
PR5613,D106-E487,1/8/2022,4,4,3,3,0,4,5,5
PR5614,7805-8A7C,1/8/2022,2,3,1,3,2,4,3,2
PR5615,FAB0-2FF2,1/8/2022,2,1,3,3,2,4,4,3
PR5616,8EF9-CECD,1/8/2022,4,3,3,3,1,3,4,3
PR5617,774E-685D,1/9/2022,3,2,5,1,1,2,3,2
PR5618,9937-CDF7,1/9/2022,4,4,4,3,0,4,4,3
PR5619,7839-CA12,1/10/2022,4,2,4,3,3,4,3,3
PR562,4F28-CFAF,3/15/2015,5,3,3,2,0,2,5,4
PR5620,EB66-D679,1/10/2022,3,4,3,3,2,3,5,5
PR5621,9591-C955,1/10/2022,5,3,2,1,0,3,5,5
PR5622,576B-6628,1/10/2022,4,2,2,1,1,5,5,5
PR5623,F58A-302D,1/11/2022,3,4,5,1,2,4,5,5
PR5624,12F7-BCBB,1/12/2022,5,2,3,2,1,4,4,4
PR5625,D045-B6CA,1/12/2022,3,4,3,3,1,2,4,4
PR5626,B340-5AD2,1/12/2022,3,3,3,1,0,4,5,5
PR5627,CDAC-40FE,1/12/2022,4,4,3,1,1,3,5,4
PR5628,FF14-A43E,1/13/2022,3,4,2,3,0,4,4,3
PR5629,3992-22AD,1/13/2022,3,2,5,1,0,2,5,4
PR563,7C80-94E0,3/15/2015,4,3,2,3,2,4,4,4
PR5630,BD94-98E0,1/13/2022,4,5,2,1,1,4,3,2
PR5631,02DA-7A72,1/14/2022,4,2,2,2,0,3,3,2
PR5632,28EA-A010,1/14/2022,3,3,4,3,1,2,4,3
PR5633,CBB3-0D7E,1/14/2022,3,4,3,3,0,5,3,2
PR5634,C330-DAF4,1/14/2022,4,2,4,3,0,4,5,4
PR5635,63B8-CCC0,1/14/2022,5,5,3,3,2,5,4,3
PR5636,79D0-C935,1/14/2022,5,4,4,3,0,5,3,3
PR5637,2796-828F,1/14/2022,5,5,5,2,0,2,5,5
PR5638,B48C-47D0,1/15/2022,3,3,5,2,1,4,3,2
PR5639,6DEB-F440,1/15/2022,3,3,2,3,2,4,4,3
PR564,8233-2483,3/15/2015,4,4,5,3,1,2,4,3
PR5640,EDC5-6FB7,1/15/2022,4,4,4,3,2,4,5,5
PR5641,32AE-C02F,1/16/2022,2,1,2,3,3,1,3,3
PR5642,8A6B-AD5C,1/16/2022,2,4,2,2,2,2,3,2
PR5643,8D34-EBDF,1/16/2022,2,4,2,2,0,1,3,2
PR5644,6BAB-8D77,1/16/2022,3,2,1,2,0,1,5,4
PR5645,7F24-55A3,1/16/2022,4,2,2,1,2,3,3,2
PR5646,6FE1-C8A8,1/17/2022,4,3,5,1,0,3,5,4
PR5647,EB8F-204D,1/17/2022,3,3,5,1,2,4,5,4
PR5648,D921-AC35,1/17/2022,3,3,2,3,2,2,3,2
PR5649,6A8B-EC82,1/17/2022,4,3,5,2,0,4,4,3
PR565,8A5B-3D6E,3/16/2015,3,3,5,1,2,3,3,3
PR5650,3B2D-9E60,1/17/2022,4,5,2,3,1,4,3,2
PR5651,606E-A262,1/18/2022,4,4,3,2,1,5,4,3
PR5652,2374-7581,1/18/2022,5,5,3,2,1,2,4,3
PR5653,D3EB-610D,1/18/2022,5,2,4,3,0,5,4,3
PR5654,74B4-CB7A,1/18/2022,3,2,2,3,1,5,5,5
PR5655,05B0-755F,1/19/2022,3,3,5,1,0,5,4,4
PR5656,C1E8-5AAB,1/19/2022,5,3,3,2,1,4,5,4
PR5657,FB4B-067E,1/19/2022,3,2,5,3,2,5,4,4
PR5658,45D2-369E,1/20/2022,4,5,2,3,3,2,5,5
PR5659,7F1C-20B8,1/20/2022,5,3,4,2,1,4,5,5
PR566,4500-37EB,3/17/2015,5,3,3,1,1,3,3,3
PR5660,F98B-61B3,1/20/2022,3,3,5,3,0,5,3,3
PR5661,D4D5-27FB,1/21/2022,4,2,2,3,0,4,5,5
PR5662,9C71-61AE,1/21/2022,3,4,5,2,2,5,5,4
PR5663,8AAD-FAFB,1/22/2022,3,5,4,1,2,2,4,4
PR5664,20BA-5868,1/22/2022,3,3,5,1,2,2,5,5
PR5665,45D7-5C8A,1/23/2022,4,4,2,3,0,3,5,5
PR5666,AB03-8820,1/23/2022,4,4,2,1,1,5,5,5
PR5667,E1FE-67B5,1/23/2022,5,4,3,3,0,3,4,3
PR5668,B4E1-4A3E,1/24/2022,3,3,4,2,0,2,5,5
PR5669,618D-7685,1/25/2022,1,2,3,2,1,2,4,3
PR567,528C-3E0D,3/17/2015,4,4,4,2,1,2,5,5
PR5670,FBED-F86B,1/25/2022,2,3,3,1,0,2,3,3
PR5671,4049-CF88,1/25/2022,1,4,3,3,1,1,3,2
PR5672,81C2-E188,1/26/2022,2,2,1,3,0,3,5,5
PR5673,5A0B-7F31,1/27/2022,3,5,2,3,0,2,4,4
PR5674,E4F4-11B9,1/27/2022,4,4,2,2,1,2,5,5
PR5675,B303-8962,1/27/2022,4,4,2,2,0,3,4,3
PR5676,B56D-46CE,1/27/2022,5,4,3,2,0,5,5,4
PR5677,98EE-8547,1/28/2022,4,3,3,2,0,3,4,4
PR5678,041A-31B0,1/28/2022,4,2,4,2,0,5,3,2
PR5679,257B-8130,1/28/2022,3,4,4,1,3,4,4,3
PR568,D077-169C,3/18/2015,4,4,4,1,0,3,5,5
PR5680,7279-6591,1/29/2022,5,4,2,3,0,5,4,3
PR5681,EEFC-DEC7,1/29/2022,3,2,2,3,1,3,4,3
PR5682,2E7B-43F0,1/29/2022,4,4,3,3,0,4,5,4
PR5683,4F22-FF67,1/29/2022,4,2,5,2,0,5,5,5
PR5684,1180-BEC9,1/30/2022,4,2,4,1,1,3,4,4
PR5685,B50B-5A18,1/31/2022,3,2,2,3,1,3,5,4
PR5686,E099-3FCC,1/31/2022,4,4,1,3,1,4,5,4
PR5687,0B19-EFB2,1/31/2022,4,4,1,2,0,3,4,4
PR5688,3182-7F44,1/31/2022,3,3,3,1,0,2,5,5
PR5689,B0B9-19C6,1/31/2022,5,5,5,3,0,4,3,3
PR569,9727-BC84,3/19/2015,5,4,2,2,2,2,5,4
PR5690,8CF6-3079,2/1/2022,5,4,3,3,1,2,4,3
PR5691,D7EE-56FC,2/1/2022,3,3,3,1,1,2,4,4
PR5692,1F12-DDDA,2/1/2022,5,2,2,2,0,4,3,2
PR5693,9658-7750,2/1/2022,3,5,4,1,0,5,3,2
PR5694,B0C3-E578,2/1/2022,3,2,5,2,3,4,4,3
PR5695,5F06-D3F6,2/1/2022,5,2,4,3,1,4,3,2
PR5696,62A3-DEA7,2/2/2022,5,4,3,2,1,5,5,4
PR5697,586E-5C14,2/2/2022,4,3,2,1,0,3,5,5
PR5698,A885-BF42,2/2/2022,3,1,2,1,0,1,5,5
PR5699,EF95-30A5,2/2/2022,3,4,3,3,1,4,5,5
PR57,5237-1B85,2/22/2013,4,2,5,1,2,2,3,3
PR570,DA8E-9496,3/19/2015,4,3,5,1,0,4,5,5
PR5700,8EE9-E86D,2/3/2022,4,1,3,1,1,1,4,4
PR5701,F3CD-9B5B,2/3/2022,3,4,3,1,1,3,5,4
PR5702,AD0D-E79F,2/3/2022,5,4,2,1,1,4,3,2
PR5703,D8B3-30D2,2/3/2022,4,4,5,3,1,4,5,5
PR5704,B975-943A,2/3/2022,3,2,4,2,2,4,4,4
PR5705,C250-AF15,2/3/2022,4,2,3,1,2,4,3,3
PR5706,B122-D3D2,2/3/2022,4,4,5,2,1,4,5,5
PR5707,45A4-C1D0,2/3/2022,5,5,2,1,1,3,3,3
PR5708,DB6B-88DA,2/3/2022,5,5,4,3,0,2,4,4
PR5709,151D-1FF2,2/4/2022,3,4,5,2,0,3,3,2
PR571,DEC5-9319,3/19/2015,5,5,2,3,0,2,3,3
PR5710,5476-CA0D,2/4/2022,5,4,3,1,2,5,3,3
PR5711,D696-9D82,2/4/2022,3,5,2,2,1,2,3,2
PR5712,1453-D3D8,2/5/2022,4,2,3,3,2,3,4,4
PR5713,5AD2-3B02,2/5/2022,3,4,5,1,0,3,5,5
PR5714,3DCC-7FA4,2/6/2022,5,2,5,2,0,4,4,4
PR5715,56FC-5C6E,2/6/2022,3,4,2,2,1,3,5,4
PR5716,C96F-0F3B,2/7/2022,3,2,5,3,1,4,5,5
PR5717,EE39-C8F2,2/7/2022,3,4,2,2,0,2,5,5
PR5718,DF63-0D3C,2/7/2022,5,2,2,2,3,4,4,3
PR5719,B995-E5CE,2/7/2022,5,5,2,2,0,4,4,3
PR572,88B8-EB84,3/20/2015,3,4,5,1,1,5,4,4
PR5720,9DFE-1FD5,2/8/2022,5,5,2,2,0,3,5,5
PR5721,0D1B-DEC2,2/9/2022,5,4,3,1,1,4,5,4
PR5722,B407-ABCA,2/9/2022,4,3,3,1,0,4,3,3
PR5723,5818-560C,2/9/2022,3,4,3,1,1,4,4,3
PR5724,DB6C-3B2F,2/10/2022,3,3,5,1,1,2,5,4
PR5725,8ED3-4377,2/10/2022,5,3,4,2,0,2,3,3
PR5726,279C-7342,2/11/2022,3,2,4,1,1,4,4,4
PR5727,83FD-F920,2/11/2022,5,4,3,2,1,4,4,4
PR5728,B2D6-A355,2/11/2022,5,2,3,3,0,2,4,4
PR5729,7D2D-3831,2/11/2022,4,2,2,1,1,5,4,4
PR573,E1B4-9AA1,3/23/2015,4,4,4,2,2,4,5,4
PR5730,626A-9377,2/12/2022,4,3,5,1,3,2,4,4
PR5731,0CF8-1EBD,2/12/2022,3,3,2,3,1,2,3,3
PR5732,388D-DB68,2/12/2022,5,5,5,2,0,4,5,5
PR5733,6828-1F30,2/12/2022,3,5,2,3,2,3,4,4
PR5734,AE73-B863,2/12/2022,3,4,2,2,0,5,5,5
PR5735,0DBC-596E,2/13/2022,5,2,2,2,1,4,5,5
PR5736,55B1-3712,2/13/2022,4,2,2,3,2,4,4,3
PR5737,5A04-0EB4,2/14/2022,5,5,4,1,0,2,3,2
PR5738,97F4-0B14,2/14/2022,4,3,5,1,0,3,4,4
PR5739,F1B6-31B7,2/14/2022,4,4,5,2,1,4,5,5
PR574,3CD6-5587,3/24/2015,3,5,2,1,1,4,5,5
PR5740,C8FA-B6FE,2/14/2022,4,4,5,2,3,5,4,3
PR5741,3261-373A,2/15/2022,4,2,4,2,1,4,5,4
PR5742,5021-95FC,2/16/2022,5,5,5,2,1,2,4,3
PR5743,B97B-73D7,2/16/2022,5,5,2,1,0,2,4,4
PR5744,D351-C7E4,2/16/2022,4,4,2,3,0,5,5,5
PR5745,EEA0-C109,2/16/2022,4,4,5,3,1,2,5,5
PR5746,55DC-C0F0,2/18/2022,5,3,3,3,2,3,4,3
PR5747,2219-56CA,2/19/2022,3,3,3,3,2,5,5,4
PR5748,8FB2-4CE0,2/19/2022,5,2,3,3,2,5,5,5
PR5749,B437-FCF8,2/19/2022,3,2,4,2,3,2,4,4
PR575,BAFA-86DF,3/24/2015,4,5,2,3,0,5,4,4
PR5750,2D04-D0A5,2/19/2022,3,3,3,1,0,2,5,5
PR5751,5237-1B85,2/20/2022,4,4,5,1,1,3,4,4
PR5752,F968-671C,2/20/2022,4,3,3,3,3,5,4,4
PR5753,F997-FE6C,2/20/2022,4,5,3,2,0,5,4,3
PR5754,CED0-8D31,2/20/2022,3,3,3,1,1,3,4,4
PR5755,E210-F193,2/20/2022,4,5,2,2,1,4,4,3
PR5756,5B08-EF96,2/21/2022,4,2,3,3,3,2,5,5
PR5757,E348-E12B,2/21/2022,5,3,5,3,0,2,3,2
PR5758,8ACE-C5CE,2/21/2022,3,4,4,2,0,4,5,4
PR5759,C6A8-4E8A,2/21/2022,5,4,2,3,2,3,5,5
PR576,C6D7-A568,3/24/2015,5,3,2,3,2,2,4,3
PR5760,63DA-AA21,2/22/2022,3,3,2,2,0,5,5,5
PR5761,7DA1-A202,2/22/2022,4,4,2,2,2,5,3,2
PR5762,2E25-987F,2/22/2022,5,4,4,2,0,5,4,3
PR5763,200B-1979,2/23/2022,3,4,5,3,2,2,3,2
PR5764,C016-FA12,2/24/2022,3,2,5,3,0,4,5,5
PR5765,7816-BF57,2/24/2022,5,5,4,1,2,5,4,3
PR5766,D6D2-184B,2/24/2022,3,3,2,3,2,3,5,4
PR5767,DB54-E47D,2/24/2022,3,2,4,2,2,2,5,5
PR5768,3560-C117,2/25/2022,4,5,2,3,0,3,3,2
PR5769,1914-B934,2/25/2022,5,5,3,3,0,2,3,2
PR577,5160-53BD,3/25/2015,3,5,5,2,1,3,3,2
PR5770,596B-33F4,2/26/2022,4,3,3,2,0,2,5,5
PR5771,E7A6-33A3,2/26/2022,5,2,3,1,1,4,5,4
PR5772,0CFA-28A3,2/26/2022,5,4,3,1,1,2,3,3
PR5773,00D4-DD53,2/27/2022,3,4,5,3,0,3,4,4
PR5774,7749-B277,2/27/2022,4,5,2,3,1,3,5,5
PR5775,7823-0217,2/27/2022,4,2,4,3,1,4,4,3
PR5776,6E7B-D50D,2/27/2022,3,3,4,2,1,2,4,3
PR5777,82B4-8569,2/27/2022,3,3,5,3,1,4,4,3
PR5778,17AD-99F5,2/28/2022,3,5,4,2,1,2,4,3
PR5779,CC8A-0B1F,2/28/2022,3,4,3,2,1,3,5,5
PR578,81FF-8D6C,3/25/2015,5,3,5,2,2,2,3,2
PR5780,DE22-FB63,2/28/2022,5,4,2,3,0,2,3,2
PR5781,A366-C17A,2/28/2022,5,4,2,2,0,5,4,3
PR5782,6EDB-94B7,2/28/2022,5,2,2,1,1,5,3,3
PR5783,93B1-6510,2/28/2022,3,5,3,1,1,4,5,5
PR5784,E2A0-930A,2/28/2022,5,2,5,2,1,2,4,3
PR5785,EACC-D1F6,3/1/2022,2,3,4,2,2,1,3,3
PR5786,21B3-8491,3/1/2022,4,3,2,2,1,4,5,5
PR5787,ABB5-0B95,3/1/2022,4,3,4,1,2,4,3,3
PR5788,BC43-E62B,3/1/2022,3,3,2,1,0,2,4,3
PR5789,C57E-6E4F,3/2/2022,3,3,3,2,0,2,3,3
PR579,84E7-02D4,3/26/2015,3,3,5,2,2,5,3,2
PR5790,CC2F-670E,3/2/2022,3,3,5,1,0,4,3,2
PR5791,FD0B-7B0A,3/2/2022,5,5,2,3,0,2,5,4
PR5792,0322-D46B,3/2/2022,3,4,5,2,2,2,4,3
PR5793,03D3-AA88,3/2/2022,4,5,5,2,0,3,3,2
PR5794,06B9-B79D,3/3/2022,3,4,5,1,1,4,4,4
PR5795,5AA7-C7BA,3/3/2022,3,3,2,2,1,5,3,3
PR5796,70CB-4A9B,3/3/2022,3,5,2,2,0,4,5,4
PR5797,3F5B-6277,3/3/2022,5,2,5,1,2,2,5,5
PR5798,9ED3-ED64,3/3/2022,5,4,4,1,0,3,5,5
PR5799,1054-9C3B,3/4/2022,4,3,3,1,0,5,5,4
PR58,F968-671C,2/22/2013,5,3,2,2,1,4,4,3
PR580,6010-A052,3/26/2015,4,2,2,2,0,5,4,4
PR5800,155B-42BE,3/4/2022,5,3,2,2,0,3,4,3
PR5801,5222-EBE1,3/4/2022,4,3,5,2,2,4,4,4
PR5802,B1EC-849B,3/4/2022,4,4,4,1,2,4,3,2
PR5803,468A-E249,3/4/2022,4,5,5,3,1,5,5,5
PR5804,36E1-3DDF,3/4/2022,4,5,4,2,1,5,4,3
PR5805,8567-5B27,3/5/2022,3,2,4,2,3,5,4,4
PR5806,D970-9F5E,3/5/2022,4,3,5,3,1,2,4,4
PR5807,EAB1-2EB2,3/5/2022,4,5,3,1,0,2,5,4
PR5808,ACD5-5FA2,3/5/2022,3,5,3,2,0,3,3,3
PR5809,E7F5-0AD1,3/5/2022,3,5,4,2,2,5,5,5
PR581,6176-3BEE,3/28/2015,5,5,4,3,1,3,3,3
PR5810,ABC2-0036,3/5/2022,3,3,5,3,0,3,4,3
PR5811,7EE7-2C43,3/6/2022,3,4,5,2,0,5,4,3
PR5812,D954-6402,3/6/2022,5,3,4,1,0,5,5,4
PR5813,E3B6-49F8,3/6/2022,3,2,5,3,1,5,5,4
PR5814,5F5B-83B1,3/6/2022,5,5,5,1,1,2,5,4
PR5815,54D0-5A71,3/6/2022,3,3,2,3,1,4,3,2
PR5816,D86B-2E5E,3/7/2022,3,4,4,1,1,5,3,3
PR5817,4B6E-3C21,3/8/2022,4,5,5,2,0,3,5,5
PR5818,40A9-8EB0,3/8/2022,5,3,4,1,1,4,3,2
PR5819,0C23-26DD,3/8/2022,3,2,5,2,0,2,3,2
PR582,47A0-559B,3/28/2015,5,4,3,1,1,2,5,5
PR5820,1BCC-100B,3/8/2022,5,4,5,2,0,5,3,3
PR5821,B005-602F,3/9/2022,5,3,5,1,1,5,4,3
PR5822,F72B-49FF,3/9/2022,5,3,4,3,0,2,4,4
PR5823,A161-29FC,3/9/2022,3,5,2,3,2,3,3,2
PR5824,1E20-2FFF,3/9/2022,3,5,5,1,2,2,5,4
PR5825,4A0E-9958,3/10/2022,4,5,5,2,1,3,5,5
PR5826,CFE3-312D,3/10/2022,3,2,2,1,3,3,5,4
PR5827,34FB-D8F3,3/10/2022,5,2,4,3,1,3,3,3
PR5828,5795-08D3,3/11/2022,4,2,3,3,1,4,5,4
PR5829,68FB-06A7,3/12/2022,5,3,2,2,0,5,3,3
PR583,9AAB-DCD0,3/29/2015,5,4,3,1,0,2,4,3
PR5830,56A5-271B,3/12/2022,5,4,2,2,2,2,4,3
PR5831,B3FE-D332,3/12/2022,5,2,4,3,1,5,3,2
PR5832,4F28-CFAF,3/13/2022,3,4,5,1,2,3,5,5
PR5833,7C80-94E0,3/13/2022,4,3,2,1,0,5,5,5
PR5834,8233-2483,3/13/2022,4,3,3,2,0,2,4,4
PR5835,5F4E-EE5A,3/13/2022,4,3,3,1,1,2,3,3
PR5836,3C31-30CB,3/13/2022,3,2,2,3,1,5,5,5
PR5837,A7BB-F5A7,3/14/2022,4,3,1,3,2,1,3,3
PR5838,D383-714B,3/14/2022,3,4,1,2,0,2,3,2
PR5839,4500-37EB,3/15/2022,2,4,3,2,0,4,4,3
PR584,00E4-3D60,3/30/2015,3,2,4,1,0,5,4,4
PR5840,528C-3E0D,3/15/2022,2,4,3,3,0,2,4,4
PR5841,D077-169C,3/16/2022,5,3,5,1,1,3,5,5
PR5842,B44E-8AEE,3/16/2022,4,5,2,1,1,5,3,2
PR5843,5381-86E4,3/16/2022,3,3,4,2,1,5,5,4
PR5844,9727-BC84,3/17/2022,5,3,4,2,1,4,5,5
PR5845,DA8E-9496,3/17/2022,3,2,4,3,0,3,3,3
PR5846,DEC5-9319,3/17/2022,4,3,4,3,0,2,3,3
PR5847,3F3F-E438,3/17/2022,5,5,2,2,2,4,3,2
PR5848,88B8-EB84,3/18/2022,5,5,2,1,0,3,5,4
PR5849,9C57-828C,3/18/2022,5,3,5,3,1,4,3,3
PR585,03C5-51AD,3/31/2015,5,3,2,1,0,4,3,3
PR5850,7961-A93B,3/18/2022,3,2,5,1,1,4,4,3
PR5851,284C-8CB0,3/19/2022,4,5,4,1,0,4,3,3
PR5852,59F5-F57D,3/20/2022,3,4,4,2,2,4,4,3
PR5853,25F5-0EAF,3/20/2022,4,5,2,2,1,3,3,3
PR5854,40CC-6231,3/20/2022,4,3,2,2,1,2,5,5
PR5855,8F38-A4DD,3/20/2022,3,4,3,3,1,5,4,4
PR5856,E1B4-9AA1,3/21/2022,3,5,5,1,1,2,5,4
PR5857,CCE7-36ED,3/21/2022,4,3,2,3,1,3,3,3
PR5858,E399-E4F6,3/21/2022,4,3,2,1,3,2,5,5
PR5859,3CD6-5587,3/22/2022,2,4,1,2,2,4,3,2
PR586,A807-DE5D,3/31/2015,5,3,3,3,1,2,4,3
PR5860,BAFA-86DF,3/22/2022,2,4,2,3,0,2,5,5
PR5861,C6D7-A568,3/22/2022,4,2,4,1,1,3,5,4
PR5862,4862-E40F,3/22/2022,3,4,2,1,1,3,4,3
PR5863,1368-8327,3/22/2022,4,5,2,3,0,2,4,3
PR5864,6957-5180,3/22/2022,5,5,2,3,1,5,4,3
PR5865,5160-53BD,3/23/2022,5,4,3,2,2,5,4,4
PR5866,81FF-8D6C,3/23/2022,5,3,3,2,3,4,4,3
PR5867,0846-2064,3/23/2022,3,4,4,1,0,3,3,2
PR5868,78C8-02B8,3/23/2022,4,4,4,3,2,4,5,4
PR5869,84E7-02D4,3/24/2022,5,3,4,2,0,5,5,5
PR587,DD04-BDF8,3/31/2015,4,3,4,3,2,4,5,5
PR5870,6010-A052,3/24/2022,4,3,5,1,1,5,3,2
